id,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,target
4300,5.0015899919817315,18.481927154379854,37.7474649969047,7.990455289873696,2.3721214377403004,4.389570415433895,33.85798475863289,3.6622188524904526,7.256647333469151,6.692086195945658,17.148867913506322,76.4071188474267,3.6300303106643907,2.9625127817575025,3.9805038820121537,0
4302,5.3833175354155,16.50949088431643,28.868070818790308,6.741781123701944,1.9469047984415846,6.296466711808926,23.99976591723629,4.4556525095012995,5.379595123986308,5.977890461647144,18.689245648592202,56.643150080294085,3.7986987763998936,3.5838964656796706,6.3813372678800375,0
4303,6.422562015363421,18.60826752129311,35.1235550991769,11.130217587948573,3.5602557754135686,5.324004090731178,46.404734238571244,3.72212213226909,4.812804779815638,6.737832541461936,11.674593788654057,50.675267778934014,3.4764557372605043,2.1513440816404374,5.333197598787969,0
4304,5.069739406111483,19.52966825690169,24.38231599345553,7.903100270053191,1.8330906618587606,4.825351738147147,46.2500924897202,3.129108590282741,7.256181811280767,7.071460798525977,9.702859182556141,76.4022172437605,2.773126063269605,2.427564223574609,4.988386725290414,0
4305,8.37882797102592,13.652369944478426,34.738101893969855,7.88675238453869,2.3773900656659746,5.153300051239044,25.733597714038797,2.976945738329122,4.287366929594819,4.943360921414317,11.31399321491877,45.142796594397964,3.2296753842831643,3.195090585916426,4.582198403097992,0
4306,4.624470377108409,22.22232430128461,32.048505275796074,8.654739821276817,4.716868096286179,4.300142832037279,44.34129059641697,5.0292198847522345,6.739163649033125,8.046439554503506,18.02076295586226,70.95839913413104,2.349586037191419,4.557874016576685,2.636824637447663,0
4307,2.4880379074049763,11.433482403716397,22.24468730465304,13.886972144223705,3.049482443400477,5.315625005955213,58.62273896175968,4.709964257739701,6.42820228594798,4.139928110655159,7.639008510802476,67.68420642028369,3.7201360684100795,2.8320578374615675,6.175415900304289,0
4309,5.710006930833728,15.09306896625201,33.51048437161153,10.055036635403633,1.8058317647079059,4.329820860638494,30.120710349534995,5.032199388016332,5.893093360781059,5.465020916910977,16.036231145882176,62.04990598336258,2.577462284172186,2.9238618463068877,4.533120135395464,0
4311,6.008638804334926,11.301708635601413,43.43610350932211,10.595805703280176,2.486118041028304,5.20337434186934,32.225429811059726,3.5406452177788132,5.675643254537958,4.092214395130583,16.26823673214743,59.760317507087656,4.145785666408986,3.179831512600016,3.817509545991266,0
4312,6.474458480871338,15.861704728308759,26.566591602050806,7.690870800141719,2.9669163917616688,4.428224012437267,53.59354642716517,3.481235230523245,6.1289717137385304,5.743334792406974,10.66900839570808,64.53353024119747,3.3506459854766018,2.084144090169341,6.118754147770903,1
4313,6.109994483953046,19.745774745184566,36.96457165030917,7.769244367854413,1.1945562245065742,4.705669775216754,29.250326576968632,2.740362447284639,6.907945416062973,7.149710389870643,15.790965129904835,72.73554606440128,4.314540320990723,2.5428157306596564,6.1494291927045905,0
4314,7.232675449321462,11.302667034321772,30.77854927544635,8.358879418675583,1.9422113920299489,5.863311298981752,22.630421500175792,3.4572139171402716,4.0038270705853884,4.092561419918265,11.601547555815499,42.15733199762816,3.7267464928566767,3.013102497807756,6.101522555359911,0
4316,4.185807298049293,23.02963237626944,26.721213072673976,10.037866289904304,2.678654066673502,3.914879654342612,26.39370620855697,4.475980523162214,7.047358485549479,8.33875621495529,23.96751488397941,74.20346237335707,0.3569970698477203,3.990426401868284,5.455146375349128,0
4320,8.277394518035088,18.834933750253153,31.079126508044155,9.75462896136803,3.71489745111396,4.134642457027745,22.01593599465756,5.3215998127181905,2.7205799600205127,6.8199056894210255,8.400607061341887,28.645690879928495,2.6392789276751882,3.029183378893111,4.941734623560585,0
4322,6.182377157981776,23.33536680601152,32.358595881351185,4.048645231140209,2.7792775696173417,6.183624825844662,42.410448396077705,2.6999355284488855,6.905592358512472,8.449459018824822,21.29353305602165,72.7107701121393,2.6882361798773644,2.571094641974584,4.5857914983453405,0
4323,6.719209352538807,18.531972495341076,26.4142782336774,6.901046760836084,3.237118660393069,6.489893266569948,39.906394009695546,2.928233568517718,5.154933523218611,6.7102070192029135,17.654249797384185,54.277629910788455,0.9018485377028584,3.007784452558311,4.104267611327643,1
4324,3.8162525286324236,10.337412689341999,27.659940954479318,11.66419926831736,1.8308773822865139,4.184018583027767,41.44827116245061,4.834214273444503,6.647301949234273,3.7430542920273897,11.159453573442036,69.99116350981113,2.8448909851630853,2.38882030076921,4.990247949493529,0
